timestamp,rack_id,system_bus_voltage,system_bus_current,system_online_soc,system_online_soh
2025.7.1 0:08,R01,967.575,78.6,85,99.561
2025.7.1 0:08,R01,967.799,80.4,85,99.402
2025.7.1 0:08,R01,964.086,78.9,84,99.576
2025.7.1 0:08,R01,967.709,79.0,85,99.427
2025.7.1 0:08,R01,965.91,79.5,83,99.599
2025.7.1 0:08,R01,966.341,78.9,84,99.537
2025.7.1 0:08,R01,966.693,79.3,83,99.473
2025.7.1 0:08,R01,965.831,79.1,84,99.598
2025.7.1 0:08,R01,966.479,79.4,84,99.433
2025.7.1 0:08,R01,966.173,79.3,85,99.515
2025.7.1 0:08,R01,965.615,79.5,85,99.548
2025.7.1 0:08,R01,965.561,79.0,84,99.598
2025.7.1 0:08,R01,964.239,78.6,84,99.543
2025.7.1 0:08,R01,965.856,79.2,84,99.59
2025.7.1 0:08,R01,965.384,78.9,85,99.532
2025.7.1 0:08,R01,967.541,79.4,85,99.485
2025.7.1 0:08,R01,966.741,79.2,85,99.456
2025.7.1 0:08,R01,967.451,80.2,84,99.477
2025.7.1 0:08,R01,964.847,78.5,85,99.544
2025.7.1 0:08,R01,964.51,79.1,84,99.533
2025.7.1 0:08,R01,966.594,79.5,85,99.485
2025.7.1 0:08,R01,965.381,79.4,85,99.484
2025.7.1 0:08,R01,967.759,80.3,84,99.502
2025.7.1 0:08,R01,965.036,78.6,85,99.464
2025.7.1 0:08,R01,965.468,80.3,85,99.421
2025.7.1 0:08,R01,967.401,80.1,85,99.579
2025.7.1 0:08,R01,964.199,80.1,84,99.559
2025.7.1 0:08,R01,964.346,78.8,85,99.448
2025.7.1 0:08,R01,966.764,80.0,85,99.517
2025.7.1 0:08,R01,967.848,79.3,84,99.543
2025.7.1 0:08,R01,965.905,80.3,85,99.515
2025.7.1 0:08,R01,964.177,78.6,84,99.575
2025.7.1 0:08,R01,967.137,79.6,85,99.528
2025.7.1 0:08,R01,966.434,80.3,85,99.546
2025.7.1 0:08,R01,964.004,79.0,86,99.441
2025.7.1 0:08,R01,964.112,80.2,84,99.506
2025.7.1 0:08,R01,965.36,79.9,84,99.502
2025.7.1 0:08,R01,964.044,79.5,85,99.447
2025.7.1 0:08,R01,964.656,79.0,85,99.544
2025.7.1 0:08,R01,964.461,79.8,86,99.445
2025.7.1 0:08,R01,964.42,80.0,85,99.472
2025.7.1 0:08,R01,964.929,80.0,85,99.439
2025.7.1 0:08,R01,964.622,79.2,85,99.465
2025.7.1 0:09,R01,967.44,80.3,85,99.565
2025.7.1 0:09,R01,967.257,79.0,85,99.517
2025.7.1 0:09,R01,966.256,79.6,86,99.442
2025.7.1 0:09,R01,965.224,79.7,86,99.446
2025.7.1 0:09,R01,965.483,80.4,85,99.53
2025.7.1 0:09,R01,964.598,79.7,85,99.478
2025.7.1 0:09,R01,965.973,79.6,84,99.495
2025.7.1 0:09,R01,964.948,80.5,85,99.558
2025.7.1 0:09,R01,964.934,80.3,86,99.57
2025.7.1 0:09,R01,964.314,79.4,85,99.471
2025.7.1 0:09,R01,967.641,80.1,86,99.543
2025.7.1 0:09,R01,967.59,79.4,85,99.553
2025.7.1 0:09,R01,965.667,78.7,85,99.478
2025.7.1 0:09,R01,965.189,78.6,86,99.557
2025.7.1 0:09,R01,964.311,79.9,85,99.465
2025.7.1 0:09,R01,967.71,80.4,85,99.567
2025.7.1 0:09,R01,966.092,79.9,85,99.464
2025.7.1 0:09,R01,965.522,79.9,86,99.46
2025.7.1 0:09,R01,965.583,80.0,85,99.465
2025.7.1 0:09,R01,966.762,79.0,86,99.558
2025.7.1 0:09,R01,965.238,79.9,86,99.406
2025.7.1 0:09,R01,967.846,79.5,86,99.531
2025.7.1 0:09,R01,967.1,80.5,86,99.405
2025.7.1 0:09,R01,967.475,78.7,86,99.552
2025.7.1 0:09,R01,964.965,78.5,86,99.553
2025.7.1 0:09,R01,967.872,80.2,85,99.551
2025.7.1 0:09,R01,967.175,78.6,85,99.583
2025.7.1 0:09,R01,965.728,79.9,85,99.544
2025.7.1 0:09,R01,965.073,80.2,86,99.529
2025.7.1 0:09,R01,966.711,79.0,87,99.526
2025.7.1 0:09,R01,966.3,78.5,85,99.489
2025.7.1 0:09,R01,966.239,79.9,86,99.455
2025.7.1 0:09,R01,964.383,80.5,85,99.59
2025.7.1 0:09,R01,964.012,80.4,86,99.571
2025.7.1 0:09,R01,964.897,79.6,87,99.576
2025.7.1 0:09,R01,964.612,78.8,85,99.586
2025.7.1 0:09,R01,966.311,78.5,87,99.574
2025.7.1 0:09,R01,966.136,80.4,86,99.566
2025.7.1 0:09,R01,965.295,79.6,85,99.565
2025.7.1 0:09,R01,965.968,80.0,87,99.569
2025.7.1 0:09,R01,964.993,79.6,86,99.568
2025.7.1 0:09,R01,966.259,79.1,87,99.571
2025.7.1 0:09,R01,967.769,79.8,87,99.481
2025.7.1 0:09,R01,965.9,80.2,86,99.555
2025.7.1 0:09,R01,966.148,79.4,86,99.567
2025.7.1 0:09,R01,967.218,79.8,86,99.453
2025.7.1 0:09,R01,967.944,79.3,87,99.597
2025.7.1 0:09,R01,964.193,80.2,87,99.446
2025.7.1 0:09,R01,965.97,79.8,86,99.507
2025.7.1 0:09,R01,964.406,79.3,86,99.474
2025.7.1 0:09,R01,964.366,79.1,87,99.56
2025.7.1 0:09,R01,964.328,80.0,86,99.473
2025.7.1 0:09,R01,964.685,80.3,86,99.596
2025.7.1 0:09,R01,965.252,79.2,86,99.531
2025.7.1 0:09,R01,965.022,80.3,88,99.588
2025.7.1 0:09,R01,965.306,78.9,86,99.536
2025.7.1 0:09,R01,967.865,79.0,86,99.483
2025.7.1 0:09,R01,967.45,79.0,87,99.566
2025.7.1 0:09,R01,967.066,79.3,87,99.587
2025.7.1 0:09,R01,965.298,79.6,87,99.564
